event_id,venta_id,cliente_nombre,plataforma,metodo_pago,total,riesgo_fraude,event_timestamp,batch_id
EVT-000094,V31138,Florentina Riquelme-Cornejo,Switch,Tarjeta Débito,559.8,0.94,2026-05-11 23:18:56,8
EVT-000310,V03595,Wilfredo Abellán Lopez,Switch,Plin,279.9,0.94,2026-05-11 23:19:20,8
EVT-000335,V46331,Heraclio Álvaro Domingo,PS5,Plin,869.7,0.94,2026-05-11 23:19:23,8
EVT-000565,V43305,Iris Cabañas Esteban,Xbox,Plin,239.9,0.94,2026-05-11 23:19:46,8
EVT-000623,V29627,Natanael Reguera Tejero,PS5,Tarjeta Crédito,689.7,0.94,2026-05-11 23:19:52,8
EVT-000233,V45251,Gertrudis Mosquera Aguilera,Switch,Tarjeta Débito,249.9,0.94,2026-05-11 23:19:54,8
EVT-000650,V00226,Isaura Luz Pascual Botella,PS5,Tarjeta Crédito,299.9,0.94,2026-05-11 23:19:54,8
EVT-000664,V36233,Joaquina Varela-Urrutia,Xbox,Plin,259.8,0.94,2026-05-11 23:19:56,8
EVT-000253,V20096,Rogelio Ayala-Crespo,PS5,Plin,229.9,0.94,2026-05-11 23:19:56,8
EVT-000303,V17208,Tania del Jordán,PS5,Yape,299.9,0.94,2026-05-11 23:20:01,8
EVT-000730,V23286,Germán del Simó,Switch,Tarjeta Débito,439.8,0.94,2026-05-11 23:20:03,8
EVT-000473,V27538,Vicenta de Criado,Switch,Tarjeta Crédito,229.9,0.94,2026-05-11 23:20:18,8
EVT-000483,V19893,Berta de Córdoba,PS4,Yape,269.9,0.94,2026-05-11 23:20:19,8
EVT-001054,V23655,Martina de Planas,Switch,Plin,129.9,0.94,2026-05-11 23:20:35,8
EVT-001112,V25933,Flora Ballester Paz,PS5,Yape,179.9,0.94,2026-05-11 23:20:41,8
EVT-001181,V46704,Constanza Aramburu Arellano,Switch,Plin,199.9,0.94,2026-05-11 23:20:48,8
EVT-001192,V33576,Xiomara Heras Barberá,Xbox,Tarjeta Crédito,659.7,0.94,2026-05-11 23:20:49,8
EVT-001207,V00370,Mar Barón Fonseca,PS5,Efectivo,479.8,0.94,2026-05-11 23:20:51,8
EVT-001289,V35382,Alejo Menendez Quirós,PS5,Tarjeta Débito,299.9,0.94,2026-05-11 23:20:59,8
EVT-001300,V15656,Verónica Atienza Barrena,PS4,Tarjeta Débito,269.9,0.94,2026-05-11 23:21:00,8
EVT-001492,V36505,Belén Ferrándiz-Fuster,PC,Yape,239.9,0.94,2026-05-11 23:21:19,8
EVT-000171,V29583,Belén Ferrándiz-Fuster,PS5,Tarjeta Crédito,299.9,0.94,2026-05-11 23:52:36,8
EVT-000358,V37225,Vidal Luque Salmerón,Switch,Tarjeta Crédito,559.8,0.94,2026-05-11 23:52:55,8
EVT-000607,V39297,Lucas Mayoral Alonso,Switch,Tarjeta Crédito,249.9,0.94,2026-05-11 23:53:20,8
EVT-000765,V24740,Nico Ibán Morata Abascal,PS5,Tarjeta Crédito,249.9,0.94,2026-05-11 23:53:36,8
EVT-000769,V15856,Hugo Chamorro-Peláez,PS5,Tarjeta Débito,439.8,0.94,2026-05-11 23:53:37,8
EVT-000784,V09965,Juan Carlos Casemiro Vara Alberdi,PS5,Plin,269.9,0.94,2026-05-11 23:53:38,8
EVT-001042,V48828,Albano Raya Piña,PS4,Tarjeta Débito,189.9,0.94,2026-05-11 23:54:07,8
EVT-001063,V35271,Encarnación Bibiana Diez Infante,PS5,Plin,219.9,0.94,2026-05-11 23:54:09,8
EVT-001189,V37074,Mariana del Briones,PS5,Yape,439.8,0.94,2026-05-11 23:54:22,8
EVT-001423,V29138,Máximo Cesar Morillo Romeu,Xbox,Plin,179.9,0.94,2026-05-11 23:54:46,8
EVT-000006,V36209,Ligia del Pont,Xbox,Efectivo,219.9,0.94,2026-05-11 23:55:01,8
EVT-000075,V12970,Nazaret Escalona Galán,PS5,Yape,599.8,0.94,2026-05-11 23:55:09,8
EVT-000132,V12867,Martina de Planas,Switch,Tarjeta Crédito,259.8,0.94,2026-05-11 23:55:14,8
EVT-000109,V47507,Toni Carbonell Sancho,PS5,Plin,289.9,0.94,2026-05-11 23:55:26,8
EVT-000117,V34929,Zaida Godoy Rojas,PS5,Tarjeta Débito,439.8,0.94,2026-05-11 23:55:26,8
EVT-000128,V00608,David Garmendia-Tudela,Switch,Yape,199.9,0.94,2026-05-11 23:55:28,8
EVT-000377,V33839,Jesús Sebastián Palacios,PS5,Efectivo,479.8,0.94,2026-05-11 23:55:41,8
EVT-000380,V35701,Baldomero Esteve Torralba,PS5,Tarjeta Débito,599.8,0.94,2026-05-11 23:55:42,8
EVT-000286,V18699,Tatiana Serra Carretero,PS5,Efectivo,479.8,0.94,2026-05-11 23:55:44,8
EVT-000331,V14429,Jennifer Izaguirre,PS5,Tarjeta Crédito,299.9,0.94,2026-05-11 23:55:48,8
EVT-000662,V04873,Paca Gálvez Valcárcel,Switch,Yape,259.8,0.94,2026-05-11 23:56:22,8
EVT-000751,V21271,Antonia Coloma Peral,PS5,Efectivo,899.7,0.94,2026-05-11 23:56:31,8
EVT-000769,V26004,Azeneth Susana Rozas Frías,PC,Yape,219.9,0.94,2026-05-11 23:56:33,8
EVT-000779,V30721,Pancho Bonilla Calderon,Switch,Yape,189.9,0.94,2026-05-11 23:56:34,8
EVT-000944,V14169,Cloe Suarez Barral,PS5,Plin,359.8,0.94,2026-05-11 23:56:51,8
EVT-001118,V32475,Melania Mas,Switch,Tarjeta Crédito,279.9,0.94,2026-05-11 23:57:09,8
EVT-001267,V42856,Ramona Alcántara-Bueno,Xbox,Yape,359.8,0.94,2026-05-11 23:57:24,8
EVT-001331,V44925,Ariel Ribera-Castell,Switch,Tarjeta Débito,259.8,0.94,2026-05-11 23:57:30,8
EVT-001411,V20615,Curro Solís Alarcón,PS5,Tarjeta Crédito,179.9,0.94,2026-05-11 23:57:38,8
EVT-001436,V20769,Germán del Simó,PS5,Plin,219.9,0.94,2026-05-11 23:57:41,8
EVT-000007,V32039,Galo Riquelme Canals,Switch,Tarjeta Crédito,279.9,0.94,2026-05-12 00:02:56,8
EVT-000032,V06111,Graciano Maxi Valverde Marin,Xbox,Tarjeta Crédito,439.8,0.94,2026-05-12 00:02:58,8
EVT-000133,V21913,Verónica Atienza Barrena,Xbox,Tarjeta Débito,229.9,0.94,2026-05-12 00:03:23,8
EVT-000202,V29079,Jacobo de Garmendia,Switch,Tarjeta Crédito,249.9,0.94,2026-05-12 00:03:32,8
EVT-000243,V12708,Amarilis Acuña Azorin,PS5,Tarjeta Débito,869.7,0.94,2026-05-12 00:03:38,8
EVT-000047,V27057,Heraclio Álvaro Domingo,Switch,Tarjeta Débito,279.9,0.93,2026-05-11 23:18:51,8
EVT-000001,V46846,Micaela Calleja-Nicolás,Switch,Plin,199.9,0.93,2026-05-11 23:19:31,8
EVT-000494,V26194,Flavia Gallo Roda,PS5,Yape,219.9,0.93,2026-05-11 23:19:39,8
EVT-000556,V35275,Dulce Palomo Bolaños,PC,Tarjeta Débito,259.8,0.93,2026-05-11 23:19:45,8
EVT-000166,V46987,Ana Frutos Recio,Switch,Tarjeta Débito,659.7,0.93,2026-05-11 23:19:47,8
EVT-000753,V06684,Maximino Isern,PC,Tarjeta Débito,439.8,0.93,2026-05-11 23:20:05,8
EVT-000350,V11674,Candelaria Montes Silva,PS5,Tarjeta Débito,459.8,0.93,2026-05-11 23:20:06,8
EVT-000770,V36847,Esperanza Marí,PS5,Tarjeta Débito,289.9,0.93,2026-05-11 23:20:07,8
EVT-000377,V24888,Pío Goñi Morante,Switch,Tarjeta Débito,479.8,0.93,2026-05-11 23:20:09,8
EVT-000792,V27013,Nicodemo del Ramírez,PS5,Yape,219.9,0.93,2026-05-11 23:20:09,8
EVT-000421,V31574,Angelita Galán Planas,PC,Tarjeta Crédito,359.8,0.93,2026-05-11 23:20:13,8
EVT-000490,V16817,Luz Puga-Jordá,Switch,Tarjeta Débito,249.9,0.93,2026-05-11 23:20:20,8
EVT-000996,V02587,Edelmira Barba-Catalá,PS5,Tarjeta Crédito,249.9,0.93,2026-05-11 23:20:29,8
EVT-001011,V28927,Ruy Tovar Tapia,PS5,Efectivo,269.9,0.93,2026-05-11 23:20:31,8
EVT-001024,V02518,Danilo Pinedo Arteaga,Switch,Efectivo,839.7,0.93,2026-05-11 23:20:32,8
EVT-001235,V21993,Teo Marqués Sales,PC,Tarjeta Crédito,239.9,0.93,2026-05-11 23:20:53,8
EVT-001518,V18282,Toño Roda Carranza,PS5,Efectivo,219.9,0.93,2026-05-11 23:21:22,8
EVT-001676,V02921,Bernardo Tejero Garzón,PS4,Efectivo,539.8,0.93,2026-05-11 23:21:38,8
EVT-000231,V04540,Manu Royo Blanca,PS5,Plin,499.8,0.93,2026-05-11 23:52:42,8
EVT-000331,V17927,Sabas Rodriguez-Llopis,Switch,Tarjeta Crédito,199.9,0.93,2026-05-11 23:52:52,8
EVT-000360,V10660,Lola Torrent Pulido,PS5,Plin,269.9,0.93,2026-05-11 23:52:55,8
EVT-000408,V06123,Isaac Díaz-Román,Switch,Tarjeta Débito,279.9,0.93,2026-05-11 23:53:00,8
EVT-000424,V46174,David Ruperto Gual Aguilar,PS5,Efectivo,299.9,0.93,2026-05-11 23:53:02,8
EVT-000505,V31167,Toño Fiol Rodríguez,Switch,Tarjeta Débito,499.8,0.93,2026-05-11 23:53:10,8
EVT-000534,V37138,Coral Múñiz Bellido,PS5,Yape,219.9,0.93,2026-05-11 23:53:13,8
EVT-000589,V31977,Hugo Nevado Iglesias,PS5,Tarjeta Débito,869.7,0.93,2026-05-11 23:53:18,8
EVT-000948,V17536,Coral Múñiz Bellido,PS5,Yape,219.9,0.93,2026-05-11 23:53:56,8
EVT-000952,V42802,Porfirio Vicens-Casal,PS5,Plin,239.9,0.93,2026-05-11 23:53:56,8
EVT-000989,V13541,Encarnación Bibiana Diez Infante,PS5,Tarjeta Crédito,299.9,0.93,2026-05-11 23:54:01,8
EVT-001032,V38117,Jordi Azorin Talavera,PS5,Tarjeta Crédito,249.9,0.93,2026-05-11 23:54:06,8
EVT-001366,V30107,Florentina Riquelme-Cornejo,Switch,Tarjeta Crédito,259.8,0.93,2026-05-11 23:54:40,8
EVT-001435,V38809,Rita Nicolau Castro,PC,Plin,459.8,0.93,2026-05-11 23:54:47,8
EVT-001458,V30523,Flora Ballester Paz,PC,Efectivo,219.9,0.93,2026-05-11 23:54:50,8
EVT-000043,V45736,Leyre Olmo Bou,Switch,Efectivo,249.9,0.93,2026-05-11 23:55:05,8
EVT-000099,V22991,Ligia del Pont,Switch,Tarjeta Débito,379.8,0.93,2026-05-11 23:55:11,8
EVT-000107,V30322,Mario Torralba,Switch,Tarjeta Crédito,599.7,0.93,2026-05-11 23:55:12,8
EVT-000192,V46275,Camilo Báez,PS5,Tarjeta Débito,229.9,0.93,2026-05-11 23:55:21,8
EVT-000152,V17733,Rafa de Gual,PS4,Efectivo,599.8,0.93,2026-05-11 23:55:30,8
EVT-000300,V36340,David Ruperto Gual Aguilar,PS5,Yape,219.9,0.93,2026-05-11 23:55:33,8
EVT-000185,V31968,Goyo Cuenca,Switch,Plin,199.9,0.93,2026-05-11 23:55:33,8
EVT-000219,V39357,Wilfredo Abellán Lopez,PS5,Yape,299.9,0.93,2026-05-11 23:55:37,8
EVT-000424,V41337,Lourdes Seco Benavente,PS5,Tarjeta Débito,809.7,0.93,2026-05-11 23:55:46,8
EVT-000336,V02236,Loreto Arribas Peña,PS5,Tarjeta Débito,179.9,0.93,2026-05-11 23:55:49,8
EVT-000469,V45837,Gaspar Jaume Quesada,Switch,Tarjeta Crédito,249.9,0.93,2026-05-11 23:55:52,8
EVT-000374,V42496,Florina de Rico,Switch,Efectivo,129.9,0.93,2026-05-11 23:55:52,8
EVT-000375,V23827,Loreto Arribas Peña,PC,Tarjeta Débito,249.9,0.93,2026-05-11 23:55:53,8
EVT-000480,V37106,Lola Torrent Pulido,Xbox,Tarjeta Débito,189.9,0.93,2026-05-11 23:56:03,8
EVT-000481,V11440,María Belén Alcántara Zorrilla,Switch,Plin,199.9,0.93,2026-05-11 23:56:03,8
EVT-000651,V11330,Aarón Lillo-Ripoll,Xbox,Yape,479.8,0.93,2026-05-11 23:56:21,8
EVT-000668,V20800,Rebeca Coello Reguera,PC,Efectivo,259.9,0.93,2026-05-11 23:56:23,8
EVT-000760,V21658,Angélica Clemente Niño,Switch,Yape,749.7,0.93,2026-05-11 23:56:32,8
EVT-000870,V05454,Luis Ángel Jordán Rueda,PS5,Efectivo,189.9,0.93,2026-05-11 23:56:43,8
EVT-001201,V27462,Adela Lucas Recio,Switch,Yape,249.9,0.93,2026-05-11 23:57:17,8
EVT-001212,V03621,María Belén Montoya,Xbox,Tarjeta Crédito,219.9,0.93,2026-05-11 23:57:18,8
EVT-001240,V25938,Dan de Riera,Switch,Efectivo,249.9,0.93,2026-05-11 23:57:21,8
EVT-001286,V14130,Mario de Sancho,PS5,Tarjeta Débito,269.9,0.93,2026-05-11 23:57:26,8
EVT-000140,V20534,Georgina Moraleda-Coloma,Switch,Tarjeta Débito,249.9,0.93,2026-05-12 00:03:24,8
EVT-000203,V28974,Goyo Cuenca,PS5,Efectivo,229.9,0.93,2026-05-12 00:03:33,8
EVT-000206,V35252,Venceslás Gomis Suarez,PC,Yape,659.7,0.93,2026-05-12 00:03:33,8
EVT-000210,V27007,Heraclio Álvaro Domingo,PS5,Efectivo,249.9,0.93,2026-05-12 00:03:34,8
EVT-000238,V38619,Geraldo Rius Francisco,PS5,Tarjeta Débito,439.8,0.93,2026-05-12 00:03:37,8
EVT-000305,V05136,Paloma Jara,PS5,Tarjeta Débito,899.7,0.93,2026-05-12 00:03:46,8
EVT-000375,V35784,Aurora Quintanilla Pou,PS5,Tarjeta Crédito,359.8,0.93,2026-05-12 00:03:56,8
EVT-000067,V06282,Nico Cortes Guerrero,PS5,Tarjeta Crédito,249.9,0.92,2026-05-11 23:18:53,8
EVT-000221,V18432,Ildefonso Carretero-Caro,PS5,Yape,239.9,0.92,2026-05-11 23:19:11,8
EVT-000278,V18512,Zacarías Lluch Leon,PC,Tarjeta Crédito,189.9,0.92,2026-05-11 23:19:17,8
EVT-000389,V30474,Brunilda del Cuéllar,Xbox,Tarjeta Crédito,219.9,0.92,2026-05-11 23:19:28,8
EVT-000077,V37440,Vito Sabater,PS5,Tarjeta Débito,459.8,0.92,2026-05-11 23:19:38,8
EVT-000200,V02212,Alberto Elorza Redondo,PS5,Tarjeta Débito,229.9,0.92,2026-05-11 23:19:51,8
EVT-000203,V48081,Manola Cortina Castilla,Switch,Efectivo,499.8,0.92,2026-05-11 23:19:51,8
EVT-000739,V04609,Azahar Conde Haro,Switch,Yape,499.8,0.92,2026-05-11 23:20:03,8
EVT-000795,V08624,Ainara de Álvaro,PS5,Plin,599.8,0.92,2026-05-11 23:20:09,8
EVT-000468,V10656,Maricela Ágata Pascual Egea,Switch,Tarjeta Débito,559.8,0.92,2026-05-11 23:20:18,8
EVT-000883,V14620,Luis Nicolás Guitart Pellicer,Switch,Tarjeta Débito,249.9,0.92,2026-05-11 23:20:18,8
EVT-000476,V28216,Leticia Tapia Mir,Switch,Plin,399.8,0.92,2026-05-11 23:20:19,8
EVT-000492,V00565,Teodora del Contreras,PS5,Tarjeta Débito,299.9,0.92,2026-05-11 23:20:20,8
EVT-000916,V14929,Isidoro Noriega,Switch,Plin,239.9,0.92,2026-05-11 23:20:21,8
EVT-001087,V45182,Albano Herranz Farré,Switch,Efectivo,129.9,0.92,2026-05-11 23:20:39,8
EVT-001154,V33076,Diana de Iborra,PS5,Tarjeta Débito,229.9,0.92,2026-05-11 23:20:45,8
EVT-001190,V34466,Elvira del Huguet,PC,Tarjeta Crédito,249.9,0.92,2026-05-11 23:20:49,8
EVT-001292,V43037,Clarisa Bertrán-Ángel,PS5,Yape,249.9,0.92,2026-05-11 23:20:59,8
EVT-001377,V00562,Nazaret Casanovas Fortuny,Xbox,Yape,219.9,0.92,2026-05-11 23:21:08,8
EVT-001428,V05928,José Manuel Ruperto Atienza Plaza,PC,Tarjeta Crédito,179.9,0.92,2026-05-11 23:21:13,8
EVT-001684,V33766,Mariana del Briones,PS5,Plin,229.9,0.92,2026-05-11 23:21:39,8
EVT-000288,V04818,Jordi Azorin Talavera,PS5,Efectivo,269.9,0.92,2026-05-11 23:52:48,8
EVT-000387,V28055,Florencio Manuel Porta,PS5,Tarjeta Crédito,289.9,0.92,2026-05-11 23:52:58,8
EVT-000785,V22562,Pilar Quevedo Moliner,PS4,Tarjeta Crédito,269.9,0.92,2026-05-11 23:53:38,8
EVT-000840,V23781,Brunilda del Cuéllar,PS5,Efectivo,299.9,0.92,2026-05-11 23:53:45,8
EVT-000869,V06944,Mar Barón Fonseca,PC,Yape,459.8,0.92,2026-05-11 23:53:48,8
EVT-000951,V23328,Curro Solís Alarcón,PS5,Efectivo,659.7,0.92,2026-05-11 23:53:56,8
EVT-001335,V47740,Rodrigo Juan Morante,Xbox,Tarjeta Crédito,379.8,0.92,2026-05-11 23:54:37,8
EVT-001398,V10012,Marcela Valero Conesa,PS5,Yape,229.9,0.92,2026-05-11 23:54:44,8
EVT-001438,V14118,Moreno Plaza Cabo,Switch,Tarjeta Crédito,439.8,0.92,2026-05-11 23:54:48,8
EVT-000142,V21901,Hugo Nevado Iglesias,PS5,Yape,269.9,0.92,2026-05-11 23:55:16,8
EVT-000206,V33452,Maura Quero Ribera,Switch,Tarjeta Crédito,249.9,0.92,2026-05-11 23:55:22,8
EVT-000210,V38961,Zaida Godoy Rojas,PS5,Plin,229.9,0.92,2026-05-11 23:55:23,8
EVT-000212,V41899,Noemí Luque Roig,Switch,Tarjeta Débito,259.8,0.92,2026-05-11 23:55:23,8
EVT-000292,V13850,Alejandra Huerta Iriarte,PS5,Tarjeta Débito,499.8,0.92,2026-05-11 23:55:32,8
EVT-000234,V18932,Leonor Zurita Vendrell,PS5,Tarjeta Crédito,269.9,0.92,2026-05-11 23:55:38,8
EVT-000403,V43661,Hugo Nevado Iglesias,Xbox,Tarjeta Crédito,129.9,0.92,2026-05-11 23:55:44,8
EVT-000316,V05829,José Mari Céspedes Rueda,PS5,Tarjeta Crédito,239.9,0.92,2026-05-11 23:55:47,8
EVT-000324,V30878,Carina Aliaga Folch,Switch,Tarjeta Débito,229.9,0.92,2026-05-11 23:55:47,8
EVT-000341,V38100,Artemio Narváez Morell,PS4,Tarjeta Crédito,189.9,0.92,2026-05-11 23:55:49,8
EVT-000458,V06517,Tatiana Serra Carretero,PS5,Yape,229.9,0.92,2026-05-11 23:55:51,8
EVT-000365,V17970,Roberta Echevarría Ripoll,PS5,Efectivo,179.9,0.92,2026-05-11 23:55:52,8
EVT-000481,V18624,Martina de Planas,PS5,Plin,229.9,0.92,2026-05-11 23:55:53,8
EVT-000389,V31406,Juan Bautista del Codina,Switch,Plin,279.9,0.92,2026-05-11 23:55:54,8
EVT-000429,V43503,Martina de Planas,PC,Yape,179.9,0.92,2026-05-11 23:55:58,8
EVT-000468,V06970,Etelvina Gil Llorente,PS5,Efectivo,749.7,0.92,2026-05-11 23:56:02,8
EVT-000572,V35872,Ramona Alcántara-Bueno,Switch,Yape,129.9,0.92,2026-05-11 23:56:13,8
EVT-000573,V01236,Beatriz del Castelló,PC,Tarjeta Débito,519.8,0.92,2026-05-11 23:56:13,8
EVT-000684,V40601,Sebastian Monreal Vaquero,PS5,Yape,239.9,0.92,2026-05-11 23:56:24,8
EVT-000738,V08857,Carmela Zaragoza Domínguez,PS5,Tarjeta Crédito,239.9,0.92,2026-05-11 23:56:30,8
EVT-000781,V35692,Felipa Vicens,PS4,Tarjeta Débito,299.9,0.92,2026-05-11 23:56:34,8
EVT-000828,V02008,Pepe del Tapia,Switch,Tarjeta Débito,259.8,0.92,2026-05-11 23:56:39,8
EVT-000980,V35094,Geraldo Rius Francisco,PS5,Tarjeta Débito,229.9,0.92,2026-05-11 23:56:55,8
EVT-001015,V33786,Paz Tamayo Díez,PC,Tarjeta Crédito,249.9,0.92,2026-05-11 23:56:58,8
EVT-001054,V00670,Bernardo Tejero Garzón,PS5,Tarjeta Crédito,219.9,0.92,2026-05-11 23:57:02,8
EVT-001078,V18885,Cloe Suarez Barral,PS5,Yape,499.8,0.92,2026-05-11 23:57:05,8
EVT-001320,V36894,Adela Castillo,PS5,Tarjeta Crédito,269.9,0.92,2026-05-11 23:57:29,8
EVT-001341,V16052,Curro Solís Alarcón,PS5,Tarjeta Débito,579.8,0.92,2026-05-11 23:57:31,8
EVT-001379,V26130,Teodora del Contreras,Switch,Plin,279.9,0.92,2026-05-11 23:57:35,8
EVT-001402,V44338,Manolo Diaz,PS5,Plin,299.9,0.92,2026-05-11 23:57:37,8
EVT-000025,V37507,Abraham Luque-Hernando,Switch,Tarjeta Débito,259.8,0.92,2026-05-12 00:02:57,8
EVT-000138,V35395,Albano Raya Piña,Switch,Tarjeta Débito,569.7,0.92,2026-05-12 00:03:23,8
EVT-000351,V43737,Fermín Barceló Campos,Switch,Yape,199.9,0.92,2026-05-12 00:03:52,8
EVT-000392,V05562,Trinidad Cruz Valdés,PC,Plin,219.9,0.92,2026-05-12 00:03:58,8
EVT-000269,V26878,Pío Goñi Morante,PC,Efectivo,499.8,0.91,2026-05-11 23:19:16,8
EVT-000306,V23180,Sol Alemán Gallardo,Switch,Plin,279.9,0.91,2026-05-11 23:19:20,8
EVT-000039,V23835,Blas de Iglesias,PS5,Tarjeta Débito,899.7,0.91,2026-05-11 23:19:35,8
EVT-000544,V35207,Berta de Córdoba,PC,Tarjeta Crédito,229.9,0.91,2026-05-11 23:19:44,8
EVT-000552,V49115,Reynaldo Macías Almansa,PC,Tarjeta Débito,499.8,0.91,2026-05-11 23:19:45,8
EVT-000558,V21307,Nazaret Velasco Olmedo,Switch,Efectivo,439.8,0.91,2026-05-11 23:19:45,8
EVT-000582,V23256,Leonel Artemio Verdejo Peral,Switch,Tarjeta Débito,239.9,0.91,2026-05-11 23:19:48,8
EVT-000171,V34331,Nicanor Rueda Olivé,PS4,Yape,259.9,0.91,2026-05-11 23:19:48,8
EVT-000648,V44845,Poncio Leocadio Delgado Pina,PS5,Yape,289.9,0.91,2026-05-11 23:19:54,8
EVT-000244,V01857,Otilia Carretero-Dominguez,Switch,Plin,389.7,0.91,2026-05-11 23:19:55,8
EVT-000681,V34319,Zaida Godoy Rojas,Switch,Tarjeta Crédito,279.9,0.91,2026-05-11 23:19:58,8
EVT-000393,V03259,Fermín Barceló Campos,Switch,Tarjeta Crédito,259.8,0.91,2026-05-11 23:20:10,8
EVT-000891,V44063,Amaya Moreno Gisbert,Xbox,Efectivo,249.9,0.91,2026-05-11 23:20:19,8
EVT-000488,V19457,Isabel Amorós-Llorens,PS5,Tarjeta Débito,219.9,0.91,2026-05-11 23:20:20,8
EVT-000498,V44353,Araceli Giralt Tejero,PC,Yape,779.7,0.91,2026-05-11 23:20:21,8
EVT-000923,V19174,Nacho Bravo Herrero,PS4,Tarjeta Crédito,569.7,0.91,2026-05-11 23:20:22,8
EVT-000945,V43908,Dionisio Aguado Zaragoza,PC,Tarjeta Débito,129.9,0.91,2026-05-11 23:20:24,8
EVT-000963,V16875,Loreto Arribas Peña,PS5,Tarjeta Débito,579.8,0.91,2026-05-11 23:20:26,8
EVT-000992,V03304,Manolo Mateo Barros,PS5,Yape,719.7,0.91,2026-05-11 23:20:29,8
EVT-001025,V14122,Yolanda Mayol Alvarado,Xbox,Tarjeta Crédito,499.8,0.91,2026-05-11 23:20:32,8
EVT-001061,V20477,Noemí Luque Roig,PS5,Tarjeta Crédito,539.7,0.91,2026-05-11 23:20:36,8
EVT-001241,V31132,Edelmira Ramón Miguel,PS5,Efectivo,289.9,0.91,2026-05-11 23:20:54,8
EVT-001282,V32405,Noelia Valencia Borja,PS5,Efectivo,659.7,0.91,2026-05-11 23:20:58,8
