event_id,venta_id,cliente_nombre,plataforma,metodo_pago,total,riesgo_fraude,event_timestamp,batch_id
EVT-000501,V28323,Vanesa Robledo Santamaria,Switch,Efectivo,399.8,0.83,2026-05-12 00:50:25,16
EVT-000594,V45622,Isabel Amorós-Llorens,PS5,Yape,289.9,0.83,2026-05-12 00:50:35,16
EVT-000659,V47910,María Carmen Figueras Pomares,PS5,Efectivo,659.7,0.83,2026-05-12 00:50:43,16
EVT-000724,V43493,Aurelio Canet Dávila,Switch,Efectivo,129.9,0.83,2026-05-12 00:50:53,16
EVT-000812,V03895,Asunción Alberola Rivas,PS4,Tarjeta Crédito,259.9,0.83,2026-05-12 00:51:03,16
EVT-000841,V08187,Cruz Quero Uriarte,PS5,Tarjeta Crédito,259.9,0.83,2026-05-12 00:51:07,16
EVT-000889,V42991,Juanita Felicia Guardia Calvo,PS5,Tarjeta Crédito,749.7,0.83,2026-05-12 00:51:13,16
EVT-000919,V42402,Luis Ángel de Giralt,PS4,Tarjeta Débito,519.8,0.83,2026-05-12 00:51:17,16
EVT-000472,V27778,Juan Antonio Beltran Andrade,PS5,Tarjeta Débito,269.9,0.82,2026-05-12 00:50:21,16
EVT-000899,V46634,Sol Pozo Company,PS5,Tarjeta Débito,439.8,0.82,2026-05-12 00:51:15,16
EVT-000905,V30300,María Dolores Diez Gálvez,PC,Yape,219.9,0.82,2026-05-12 00:51:16,16
EVT-000983,V12258,Toño Roda Carranza,Switch,Plin,279.9,0.82,2026-05-12 00:51:25,16
EVT-000441,V20268,Nicodemo del Ramírez,PS5,Plin,299.9,0.81,2026-05-12 00:50:18,16
EVT-000509,V16386,Ruperto Hervia Cardona,Switch,Efectivo,199.9,0.81,2026-05-12 00:50:26,16
EVT-000552,V05940,Angélica del Bárcena,PC,Plin,179.9,0.81,2026-05-12 00:50:30,16
EVT-000572,V07018,Heliodoro Nazaret Bayo Fernández,PS5,Tarjeta Débito,219.9,0.81,2026-05-12 00:50:32,16
EVT-000884,V13150,Humberto Gordillo-Poza,Xbox,Tarjeta Crédito,439.8,0.81,2026-05-12 00:51:13,16
EVT-000923,V35733,Rosendo de Somoza,Xbox,Tarjeta Débito,239.9,0.81,2026-05-12 00:51:18,16
EVT-000633,V05618,Diana de Iborra,PS5,Tarjeta Crédito,299.9,0.8,2026-05-12 00:50:39,16
EVT-000648,V16868,Adelia Hurtado Ledesma,PS5,Tarjeta Débito,299.9,0.8,2026-05-12 00:50:41,16
EVT-000921,V46657,Efraín Castilla Méndez,PS5,Efectivo,599.8,0.8,2026-05-12 00:51:18,16
EVT-000949,V32742,Vilma Arnal Sanmiguel,PS5,Tarjeta Crédito,229.9,0.8,2026-05-12 00:51:21,16
EVT-000457,V20825,Lupe Jerez Pombo,PS5,Tarjeta Crédito,479.8,0.79,2026-05-12 00:50:19,16
EVT-000592,V09390,Evita Verdejo,PS5,Efectivo,249.9,0.79,2026-05-12 00:50:35,16
EVT-000657,V46319,Eustaquio Abascal Cerdá,PC,Tarjeta Crédito,439.8,0.79,2026-05-12 00:50:43,16
EVT-000963,V36324,Luis Ángel Jordán Rueda,PS5,Efectivo,299.9,0.79,2026-05-12 00:51:23,16
EVT-000984,V26406,Jose Angel Bonilla Ruano,PS4,Yape,599.8,0.79,2026-05-12 00:51:25,16
EVT-000643,V18735,Ruth Gelabert Hidalgo,PS5,Tarjeta Crédito,659.7,0.78,2026-05-12 00:50:41,16
EVT-000677,V48325,Constanza Aramburu Arellano,PS5,Yape,779.7,0.78,2026-05-12 00:50:47,16
EVT-000710,V34844,Marcela Valero Conesa,Xbox,Tarjeta Débito,249.9,0.78,2026-05-12 00:50:51,16
EVT-000744,V04311,Poncio Leocadio Delgado Pina,PS5,Tarjeta Débito,249.9,0.78,2026-05-12 00:50:55,16
EVT-000748,V26573,Miguel Ángel Rincón Lastra,Xbox,Yape,249.9,0.78,2026-05-12 00:50:56,16
EVT-000814,V45299,Aura España Ballester,Switch,Efectivo,199.9,0.78,2026-05-12 00:51:03,16
EVT-000910,V34322,Gaspar Jaume Quesada,PS5,Tarjeta Débito,809.7,0.78,2026-05-12 00:51:16,16
EVT-000544,V22768,Ángela Menéndez Daza,Xbox,Yape,499.8,0.77,2026-05-12 00:50:29,16
EVT-000653,V16363,Iker Castro Baeza,PS5,Tarjeta Crédito,289.9,0.77,2026-05-12 00:50:42,16
EVT-000794,V18248,Yéssica de Artigas,Switch,Tarjeta Débito,249.9,0.77,2026-05-12 00:51:01,16
EVT-000832,V32749,Xiomara Heras Barberá,PS5,Efectivo,899.7,0.77,2026-05-12 00:51:06,16
EVT-000847,V26235,Ruth Gelabert Hidalgo,Xbox,Efectivo,229.9,0.77,2026-05-12 00:51:08,16
EVT-000863,V26656,Adán de Álvarez,Switch,Plin,199.9,0.77,2026-05-12 00:51:10,16
EVT-000971,V07681,Moreno Rodriguez Ferrer,PS5,Yape,299.9,0.77,2026-05-12 00:51:24,16
EVT-000537,V39991,Natanael Reguera Tejero,PS5,Tarjeta Débito,439.8,0.76,2026-05-12 00:50:29,16
EVT-000567,V43549,Paz Serna Montoya,PS5,Tarjeta Crédito,239.9,0.76,2026-05-12 00:50:32,16
EVT-000583,V44237,Wálter Pineda,Switch,Efectivo,199.9,0.76,2026-05-12 00:50:34,16
EVT-000612,V45840,Jesús Sebastián Palacios,Xbox,Plin,519.8,0.76,2026-05-12 00:50:37,16
EVT-000645,V16963,Pancho Bonilla Calderon,PS5,Yape,299.9,0.76,2026-05-12 00:50:41,16
EVT-000684,V11568,Roberta Echevarría Ripoll,Switch,Yape,559.8,0.76,2026-05-12 00:50:48,16
EVT-000731,V25499,Nicodemo del Ramírez,PS5,Tarjeta Crédito,269.9,0.76,2026-05-12 00:50:54,16
EVT-000802,V08810,Rogelio del Escribano,Switch,Tarjeta Crédito,279.9,0.76,2026-05-12 00:51:02,16
EVT-000874,V04214,Gregorio Álvaro Llobet,PS5,Efectivo,189.9,0.76,2026-05-12 00:51:11,16
EVT-000460,V04504,Andrés Felipe de Cárdenas,Switch,Yape,499.8,0.75,2026-05-12 00:50:20,16
EVT-000536,V00128,Manu Royo Blanca,PS5,Plin,229.9,0.75,2026-05-12 00:50:29,16
EVT-000790,V03057,Rogelio Ayala-Crespo,PS5,Tarjeta Crédito,189.9,0.75,2026-05-12 00:51:01,16
EVT-000835,V11601,Cruz Orozco Nogués,PS5,Plin,219.9,0.75,2026-05-12 00:51:06,16
